FD,convexity,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,label
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1079,0.9499235024,0.3183098862,0.0011700513,0.0010878307,0.0015800551,0.0023653573,0.0033081102,0.0018626617,0.0026256989,0.0015195693,0.0036029172,0.0051173736,0.0069646454,0.0027054359,0.003680539,0.0019304906,0.0065333286,0.0048791485,0.0070876074,0.009746486,0.0031298146,0.0036295982,0.0048072117,0.0021492804,0.0083062535,0.002952457,1
1.1031,0.9483511655,0.3183098862,0.0017216747,0.0003571283,0.001077378,0.0034790602,0.001166536,0.0005004311,0.0017057259,0.0021130295,0.0052880414,0.0016119843,0.0007907071,0.0004869202,0.0022105002,0.0026121612,0.0050916324,0.0071227914,0.0019655736,0.0016316651,0.0023057242,0.0002292567,0.0025925656,0.0027219546,0.0069028449,0.0056562438,1
1.0737,0.9525422654,0.3183098862,0.0008377812,0.0002759782,0.0029393629,0.0017001511,0.0023670224,0.0003614759,0.0046534834,0.0027352943,0.0026255852,0.0036534259,0.0045883102,0.0002940847,0.0059717009,0.003803291,0.0058690254,0.0036691481,0.0050224036,0.0063247192,0.0070058361,6.00515430979898E-06,0.0066898998,0.0048318433,0.0070989336,0.0044812785,1
1.0772,0.9516492472,0.3183098862,0.0003030633,0.0009388645,0.0025579543,0.0006395423,0.002077002,0.0013781979,0.00399557,0.0055633301,0.001036799,0.0031922781,0.0043545789,0.001542646,0.0050056655,0.0079547354,0.0100768237,0.0015093786,0.0043922713,0.006091227,0.0048647521,0.0013349796,0.0053894798,0.010476742,0.0114870493,0.0077249115,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1165,0.9499235024,0.3183098862,0.0011700513,0.0010878307,0.0015800551,0.0023653573,0.0033081102,0.0018626617,0.0026256989,0.0015195693,0.0036029172,0.0051173736,0.0069646454,0.0027054359,0.003680539,0.0019304906,0.0065333286,0.0048791485,0.0070876074,0.009746486,0.0031298146,0.0036295982,0.0048072117,0.0021492804,0.0083062535,0.002952457,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.109,0.9474413694,0.3183098862,0.0018445373,0.001719904,0.0015041856,0.0037293867,0.0015392716,0.0029827667,0.0023662563,0.0049556883,0.0056738537,0.0021332788,0.0025967103,0.00443468,0.002998888,0.0065988188,0.0023381335,0.0076532985,0.0025352984,0.0028199001,0.0101355516,0.0061756174,0.0032806575,0.0078578302,0.00334279,0.0035150882,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0679,0.9540371326,0.3183098862,0.0022930537,0.0003010245,0.001024797,0.0046630252,0.0009002274,0.0002175741,0.0016370968,0.0048753038,0.007167653,0.0014903955,0.000753068,0.0003137585,0.0021305258,0.0065406292,0.0017894637,0.00982439,0.0022320804,0.0005661916,0.0058236446,0.0015065648,0.0024356571,0.0078460834,0.0024753804,0.0009456091,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1241,0.946120722,0.3183098862,0.0020328308,0.0016620445,0.0021799746,0.004139094,5.47725096034406E-05,0.0024370727,0.0035595876,0.003276214,0.0063742468,0.0003181793,0.0015863398,0.0026881518,0.0048267238,0.0042564925,0.0015310076,0.0087557771,0.000843079,0.0018664672,0.0027408636,0.0021664954,0.0059338763,0.004830068,0.002104931,0.0004415823,1
1.0615,0.9555543993,0.3183098862,0.000419446,0.0016447294,0.0034459433,0.0009565368,0.0045289414,0.0025968937,0.0054917788,0.0021464988,0.0017228926,0.0068717439,0.0055274319,0.0033149257,0.0071328315,0.0026655875,0.0093894514,0.0028131835,0.0092519797,0.0075566322,0.0019515294,0.0036752164,0.0081585563,0.0028021526,0.011241554,0.0130142991,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1241,0.946120722,0.3183098862,0.0020328308,0.0016620445,0.0021799746,0.004139094,5.47725096034406E-05,0.0024370727,0.0035595876,0.003276214,0.0063742468,0.0003181793,0.0015863398,0.0026881518,0.0048267238,0.0042564925,0.0015310076,0.0087557771,0.000843079,0.0018664672,0.0027408636,0.0021664954,0.0059338763,0.004830068,0.002104931,0.0004415823,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.061,0.956487823,0.3183098862,0.0008342893,0.0044077111,0.0021859768,0.0017773863,0.0042660181,0.0071554286,0.0035124524,0.0049322385,0.0029367541,0.006468829,0.0052640294,0.0095754451,0.0046300796,0.0061174678,0.0029433802,0.0044095784,0.0087059578,0.0071937478,0.00185924,0.0114613338,0.0054328789,0.0064558385,0.0033310225,0.0087628377,1
1.1083,0.9474413694,0.3183098862,0.0018445373,0.001719904,0.0015041856,0.0037293867,0.0015392716,0.0029827667,0.0023662563,0.0049556883,0.0056738537,0.0021332788,0.0025967103,0.00443468,0.002998888,0.0065988188,0.0023381335,0.0076532985,0.0025352984,0.0028199001,0.0101355516,0.0061756174,0.0032806575,0.0078578302,0.00334279,0.0035150882,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0874,0.9525422654,0.3183098862,0.0008377812,0.0002759782,0.0029393629,0.0017001511,0.0023670224,0.0003614759,0.0046534834,0.0027352943,0.0026255852,0.0036534259,0.0045883102,0.0002940847,0.0059717009,0.003803291,0.0058690254,0.0036691481,0.0050224036,0.0063247192,0.0070058361,6.00515430983315E-06,0.0066898998,0.0048318433,0.0070989336,0.0044812785,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0772,0.9516492472,0.3183098862,0.0003030633,0.0009388645,0.0025579543,0.0006395423,0.002077002,0.0013781979,0.00399557,0.0055633301,0.001036799,0.0031922781,0.0043545789,0.001542646,0.0050056655,0.0079547354,0.0100768237,0.0015093786,0.0043922713,0.006091227,0.0048647521,0.0013349796,0.0053894798,0.010476742,0.0114870493,0.0077249115,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.078,0.9532728961,0.3183098862,0.0014036689,0.0023349454,0.0017973232,0.002882849,0.0009183503,0.003512766,0.0029601877,0.0035594933,0.0045001651,0.0013394917,0.0015701797,0.004093501,0.0040672061,0.0046939069,0.0009848979,0.0062902167,0.0017548886,0.0020344965,0.0010271485,0.0037918635,0.0050913893,0.005464981,0.0012834003,0.0016813967,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0889,0.9531637613,0.3183098862,0.0013928648,0.0009751885,0.0006325078,0.002940242,0.0025727753,0.0015520648,0.0011429279,0.0005897185,0.0047824878,0.0040606038,0.0065761626,0.0019973698,0.0017774352,0.0011791079,0.0011258955,0.0070276876,0.0057246591,0.0090384729,0.0021013372,0.0022199314,0.0025659775,0.0021558195,0.0019028937,0.0045055122,1
1.1145,0.9494905148,0.3183098862,0.0026909618,0.00031037,0.0010216739,0.0054567624,0.0008980386,0.0002647312,0.0016190954,0.004877713,0.0083525875,0.0014979763,0.0007379287,0.0001800727,0.0020782507,0.0065470338,0.001786604,0.0113922947,0.0022631321,0.0005146619,0.0058313096,0.0012160435,0.0023226055,0.0078633702,0.0024975274,0.0009746693,1
1.0955,0.9514560511,0.3183098862,0.0007184691,0.0004161719,0.0005873791,0.0014789606,0.001830772,0.0007977383,0.0007590685,0.0024291837,0.00231044,0.0029129869,0.0047049846,0.0013265665,0.0005948645,0.0036491377,0.0069490914,0.0032145278,0.004180817,0.0068260529,0.0096314974,0.0020425045,0.0005037518,0.0051235217,0.0078462438,0.0076017721,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0861,0.9525422654,0.3183098862,0.0008377812,0.0002759782,0.0029393629,0.0017001511,0.0023670224,0.0003614759,0.0046534834,0.0027352943,0.0026255852,0.0036534259,0.0045883102,0.0002940847,0.0059717009,0.003803291,0.0058690254,0.0036691481,0.0050224036,0.0063247192,0.0070058361,6.00515431022419E-06,0.0066898998,0.0048318433,0.0070989336,0.0044812785,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1041,0.9483511655,0.3183098862,0.0017216747,0.0003571283,0.001077378,0.0034790602,0.001166536,0.0005004311,0.0017057259,0.0021130295,0.0052880414,0.0016119843,0.0007907071,0.0004869202,0.0022105002,0.0026121612,0.0050916324,0.0071227914,0.0019655736,0.0016316651,0.0023057242,0.0002292567,0.0025925656,0.0027219546,0.0069028449,0.0056562438,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0955,0.9514560511,0.3183098862,0.0007184691,0.0004161719,0.0005873791,0.0014789606,0.001830772,0.0007977383,0.0007590685,0.0024291837,0.00231044,0.0029129869,0.0047049846,0.0013265665,0.0005948645,0.0036491377,0.0069490914,0.0032145278,0.004180817,0.0068260529,0.0096314974,0.0020425045,0.0005037518,0.0051235217,0.0078462438,0.0076017721,1
1.0607,0.955179349,0.3183098862,0.0015656704,0.0004324871,0.003501114,0.003107536,0.0009022392,0.0008820246,0.0055670852,0.0052946356,0.0046053837,0.0014749503,0.0035068882,0.0015733816,0.0071962222,0.0074130497,0.0071831388,0.0060455372,0.002183808,0.0047221522,0.0059581394,0.0025998383,0.0081545891,0.0094987849,0.0082808775,0.0025404551,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0535,0.956487823,0.3183098862,0.0008342893,0.0044077111,0.0021859768,0.0017773863,0.0042660181,0.0071554286,0.0035124524,0.0049322385,0.0029367541,0.006468829,0.0052640294,0.0095754451,0.0046300796,0.0061174678,0.0029433802,0.0044095784,0.0087059578,0.0071937478,0.00185924,0.0114613338,0.0054328789,0.0064558385,0.0033310225,0.0087628377,1
1.0638,0.9540371326,0.3183098862,0.0022930537,0.0003010245,0.001024797,0.0046630252,0.0009002274,0.0002175741,0.0016370968,0.0048753038,0.007167653,0.0014903955,0.000753068,0.0003137585,0.0021305258,0.0065406292,0.0017894637,0.00982439,0.0022320804,0.0005661916,0.0058236446,0.0015065648,0.0024356571,0.0078460834,0.0024753804,0.0009456091,1
1.1083,0.9474413694,0.3183098862,0.0018445373,0.001719904,0.0015041856,0.0037293867,0.0015392716,0.0029827667,0.0023662563,0.0049556883,0.0056738537,0.0021332788,0.0025967103,0.00443468,0.002998888,0.0065988188,0.0023381335,0.0076532985,0.0025352984,0.0028199001,0.0101355516,0.0061756174,0.0032806575,0.0078578302,0.00334279,0.0035150882,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0535,0.956487823,0.3183098862,0.0008342893,0.0044077111,0.0021859768,0.0017773863,0.0042660181,0.0071554286,0.0035124524,0.0049322385,0.0029367541,0.006468829,0.0052640294,0.0095754451,0.0046300796,0.0061174678,0.0029433802,0.0044095784,0.0087059578,0.0071937478,0.00185924,0.0114613338,0.0054328789,0.0064558385,0.0033310225,0.0087628377,1
1.1007,0.946120722,0.3183098862,0.0020328308,0.0016620445,0.0021799746,0.004139094,5.47725096034153E-05,0.0024370727,0.0035595876,0.003276214,0.0063742468,0.0003181793,0.0015863398,0.0026881518,0.0048267238,0.0042564925,0.0015310076,0.0087557771,0.000843079,0.0018664672,0.0027408636,0.0021664954,0.0059338763,0.004830068,0.002104931,0.0004415823,1
1.0569,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.1097,0.9474413694,0.3183098862,0.0018445373,0.001719904,0.0015041856,0.0037293867,0.0015392716,0.0029827667,0.0023662563,0.0049556883,0.0056738537,0.0021332788,0.0025967103,0.00443468,0.002998888,0.0065988188,0.0023381335,0.0076532985,0.0025352984,0.0028199001,0.0101355516,0.0061756174,0.0032806575,0.0078578302,0.00334279,0.0035150882,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0595,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0542,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0892,0.9521543078,0.3183098862,0.0018427556,0.0003819588,0.0030856964,0.0038300671,0.0033076929,0.0006316355,0.0052331335,0.0006849946,0.0060903275,0.0052159174,0.0051093655,0.0008820193,0.0075041923,0.0007921807,0.0013369291,0.0087156386,0.007362475,0.0070821552,0.0062066943,0.0011470732,0.009922628,0.0007130008,0.0011926805,0.0035117637,1
1.1211,0.9472796063,0.3183098862,0.001021779,0.0004075517,0.0013788553,0.002078596,0.0011500546,0.0007541608,0.0021464479,0.0015019038,0.0031911196,0.0016058026,0.0036223561,0.0012028215,0.0026994827,0.0022380931,0.0068921557,0.0043492509,0.0019614664,0.0053200582,0.0104336822,0.0017735183,0.0030353168,0.0031849703,0.0079985938,0.0026941227,1
1.0585,0.956487823,0.3183098862,0.0008342893,0.0044077111,0.0021859768,0.0017773863,0.0042660181,0.0071554286,0.0035124524,0.0049322385,0.0029367541,0.006468829,0.0052640294,0.0095754451,0.0046300796,0.0061174678,0.0029433802,0.0044095784,0.0087059578,0.0071937478,0.00185924,0.0114613338,0.0054328789,0.0064558385,0.0033310225,0.0087628377,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.0335,0.9564553392,0.3183098862,0.0018910951,0.0003630155,0.0010183884,0.0038347136,0.001471443,0.0005301564,0.0015873558,0.0027143098,0.0058646716,0.002529888,0.0015039748,0.0005712164,0.0020272608,0.0036102739,0.0048857954,0.0079743104,0.003982662,0.0017600308,0.0083104522,0.0004122763,0.0023778884,0.0043214993,0.0065987961,0.007697859,1
1.078,0.9532728961,0.3183098862,0.0014036689,0.0023349454,0.0017973232,0.002882849,0.0009183503,0.003512766,0.0029601877,0.0035594933,0.0045001651,0.0013394917,0.0015701797,0.004093501,0.0040672061,0.0046939069,0.0009848979,0.0062902167,0.0017548886,0.0020344965,0.0010271485,0.0037918635,0.0050913893,0.005464981,0.0012834003,0.0016813967,1
